wheel,valid_points,mean_rad_s,median_rad_s,residual_std_pct,residual_p95_abs_pct,residual_p99_abs_pct,series
0,34821,60.65613011,69.14203143,0.22102304,0.23026316,0.37473353,raw_reference
1,34811,60.20940681,68.92359620,0.24335790,0.25909222,0.41136237,raw_reference
2,34804,60.29573942,68.75706161,0.25498475,0.32356211,0.51914371,raw_reference
3,34811,60.19195679,68.91633879,0.28341310,0.37068216,0.65163303,raw_reference
0,34821,60.65610889,69.14979659,0.21524183,0.23034254,0.40442144,phase_corrected
1,34811,60.20940662,68.91551208,0.21825931,0.16897120,0.36284637,phase_corrected
2,34804,60.29572974,68.76501361,0.22632869,0.21967594,0.43239386,phase_corrected
3,34811,60.19202920,68.93039775,0.23689315,0.21741999,0.58200029,phase_corrected
0,34821,60.40568038,68.81489533,2.45554003,2.30942362,2.73775446,reference_compensation_on
1,34811,59.96879549,68.61290172,2.39356521,2.41248584,2.83832326,reference_compensation_on
2,34804,60.09264587,68.51952151,2.37598089,1.97073043,2.31418126,reference_compensation_on
3,34811,59.95085966,68.59851897,2.43295338,2.28745447,2.80155584,reference_compensation_on
0,34821,60.90306299,69.36920715,2.32196534,2.29464709,2.71599358,reference_plus_or_diagnostic
1,34811,60.44627184,69.12012562,2.29927431,2.37982363,2.80493243,reference_plus_or_diagnostic
2,34804,60.49491947,68.93085513,2.22511677,1.95192609,2.29439072,reference_plus_or_diagnostic
3,34811,60.42993579,69.16395113,2.32510603,2.24989227,2.74488997,reference_plus_or_diagnostic
