time_s,wheel0_corrected_rad_s,wheel1_corrected_rad_s,wheel2_corrected_rad_s,wheel3_corrected_rad_s
0.00000000,50.48957037,49.80359377,50.11718203,49.81207364
0.01000000,50.48049904,49.81896757,50.15447045,49.75480546
0.02000000,50.50048955,49.75473445,50.13325362,49.71608527
0.03000000,50.42856877,49.74740821,50.19431142,49.72780434
0.04000000,50.56370952,49.76321876,50.21649199,49.66218114
0.05000000,50.45380285,49.76789385,50.18444419,49.69848005
0.06000000,50.43723953,49.73080023,50.13124100,49.70595225
0.07000000,50.39631466,49.76366878,50.11081185,49.72555998
0.08000000,50.52609952,49.80018341,50.17730279,49.69499767
0.09000000,50.47336073,49.73248980,50.10270335,49.74790487
0.10000000,50.44086587,49.76936278,50.14503332,49.73903340
0.11000000,50.44448368,49.75794535,50.11064999,49.71704104
0.12000000,50.43720494,49.76592313,50.16850711,49.75984681
0.13000000,50.49139861,49.80462331,50.10114699,49.76659648
0.14000000,50.44541211,49.74735664,50.16019724,49.73516565
0.15000000,50.43674327,49.78162883,50.19138659,49.73030984
0.16000000,50.43958319,49.75419407,50.14235843,49.67206269
0.17000000,50.46062485,49.76907136,50.17900387,49.68557553
0.18000000,50.43713491,49.80392717,50.09864667,49.71259455
0.19000000,50.41196823,49.74185778,50.11567108,49.73218605
0.20000000,50.41302992,49.80600114,50.14112750,49.76860652
0.21000000,50.43428283,49.82743117,50.15302225,49.72848411
0.22000000,50.42936213,49.77461097,50.12700079,49.77673318
0.23000000,50.40692693,49.81287029,50.18774215,49.76023691
0.24000000,50.48012247,49.78169001,50.12238145,49.76290926
0.25000000,50.38271460,49.81864554,50.08365270,49.77836437
0.26000000,50.38334856,49.89205432,50.16408857,49.81998651
0.27000000,50.44693047,49.77142648,50.12364846,49.75321022
0.28000000,50.33181899,49.81803311,50.15049804,49.73380776
0.29000000,50.41263086,49.78796283,50.13796211,49.73446188
0.30000000,50.40133681,49.83121496,50.12187592,49.76152790
0.31000000,50.42549394,49.80370067,50.04977624,49.72866798
0.32000000,50.33340880,49.80667270,50.09646544,49.78807360
0.33000000,50.41908116,49.85927981,50.09704537,49.76178978
0.34000000,50.36651090,49.84394885,50.13932297,49.78076770
0.35000000,50.36116324,49.86980325,50.09993721,49.86958989
0.36000000,50.42285238,49.84059641,50.10106719,49.79529563
0.37000000,50.38357844,49.87913665,50.10612218,49.85524570
0.38000000,50.35547316,49.86048162,50.06286701,49.83789875
0.39000000,50.40169401,49.94092862,50.07326835,49.83535983
0.40000000,50.41244377,49.80656422,50.08735861,49.83921534
0.41000000,50.33765536,49.87072640,50.09045196,49.76621260
0.42000000,50.39390521,49.85499062,50.14525936,49.80170623
0.43000000,50.40612530,49.85332602,50.08904882,49.80392244
0.44000000,50.34485329,49.87011052,50.07261953,49.78612257
0.45000000,50.38879899,49.83924557,50.08013543,49.80592926
0.46000000,50.38571491,49.85533994,50.10253597,49.82931997
0.47000000,50.39539969,49.90333672,50.03499094,49.84613426
0.48000000,50.39238665,49.92568795,50.07243129,49.88589144
0.49000000,50.43099178,49.84645701,50.08402987,49.82135477
0.50000000,50.31878608,49.86509975,50.05017206,49.83085916
0.51000000,50.36880625,49.93061456,50.08489667,49.87374615
0.52000000,50.42262279,49.86906178,50.04160108,49.87796916
0.53000000,50.35604065,49.86713786,50.13231935,49.79560940
0.54000000,50.39320310,49.87515276,50.09956125,49.82813706
0.55000000,50.40133632,49.85227583,50.10742442,49.78934619
0.56000000,50.41880360,49.89759593,50.04657166,49.86242194
0.57000000,50.40841670,49.88263778,50.09405063,49.84654189
0.58000000,50.41906622,49.93470861,50.05660516,49.84817194
0.59000000,50.40044267,49.84255526,50.08651432,49.84302419
0.60000000,50.39991038,49.90671154,50.07593561,49.90965998
0.61000000,50.44712197,49.90508185,50.06751396,49.89579300
0.62000000,50.43635444,49.86965392,50.09729735,49.83643799
0.63000000,50.32562849,49.90332511,50.06390038,49.90219555
0.64000000,50.46146040,49.92551494,50.08228614,49.90239111
0.65000000,50.43187908,49.85912122,50.10176395,49.82900802
0.66000000,50.40070468,49.86132109,50.12878462,49.82369509
0.67000000,50.40362021,49.86765447,50.13563884,49.78957460
0.68000000,50.41097599,49.88450574,50.08390210,49.81652221
0.69000000,50.41760007,49.89471071,50.07629575,49.83865180
0.70000000,50.43999962,49.92029140,50.07773307,49.85910818
0.71000000,50.44753134,49.86653956,50.12651697,49.84763432
0.72000000,50.36146477,49.87426085,50.04456830,49.84259662
0.73000000,50.49434639,49.98693524,50.07723518,49.88620884
0.74000000,50.41158673,49.84400821,50.08275609,49.86578829
0.75000000,50.39248931,49.90321420,50.08222083,49.85525084
0.76000000,50.43733052,49.86150733,50.10143107,49.89805674
0.77000000,50.46161022,49.91828046,50.09426715,49.90592883
0.78000000,50.38028585,49.92430546,50.11792986,49.83930661
0.79000000,50.39806046,49.81741340,50.12842684,49.80916725
0.80000000,50.39648280,49.82124493,50.13626327,49.83630680
0.81000000,50.42850075,49.87996400,50.09771930,49.82890015
0.82000000,50.45508577,49.88413658,50.04627209,49.85504417
0.83000000,50.40954807,49.91519702,50.09962901,49.81594462
0.84000000,50.39353764,49.86533833,50.08173488,49.85629766
0.85000000,50.41930489,49.84078083,50.11581013,49.85608847
0.86000000,50.47627447,49.93144637,50.11954477,49.89008727
0.87000000,50.43635036,49.89533738,50.10121095,49.87211865
0.88000000,50.42253901,49.88499447,50.11173830,49.87314514
0.89000000,50.43500067,49.91109329,50.10144407,49.89593139
0.90000000,50.40844894,49.88061800,50.14013246,49.91895473
0.91000000,50.40159788,49.86557269,50.07952585,49.80406707
0.92000000,50.40361262,49.86870275,50.17817444,49.86228979
0.93000000,50.43527126,49.86448591,50.05136095,49.85139693
