time_s,wheel0_corrected_rad_s,wheel1_corrected_rad_s,wheel2_corrected_rad_s,wheel3_corrected_rad_s
0.00000000,41.74415070,41.69011310,41.58896354,41.62026422
0.01000000,41.84497228,41.73029998,41.61202888,41.66365869
0.02000000,41.88712231,41.66244904,41.60635764,41.64882468
0.03000000,41.90025976,41.68366281,41.63126125,41.65126278
0.04000000,41.79072632,41.69905568,41.58343842,41.67908507
0.05000000,41.80043543,41.66879951,41.61021060,41.65140189
0.06000000,41.82416842,41.68768833,41.62579693,41.65936366
0.07000000,41.87905222,41.73049931,41.60405340,41.71384086
0.08000000,41.85416311,41.65957717,41.61001532,41.58445070
0.09000000,41.81097786,41.75409506,41.61718241,41.61902391
0.10000000,41.82757364,41.57191017,41.64892286,41.62014262
0.11000000,41.88578226,41.66082836,41.69157743,41.63329762
0.12000000,41.88631318,41.76133101,41.66734349,41.67117351
0.13000000,41.92679876,41.69828297,41.62257107,41.60092329
0.14000000,41.82278344,41.73719515,41.58184272,41.67099900
0.15000000,41.88652431,41.68568687,41.58455249,41.60193027
0.16000000,41.82715245,41.73472362,41.60320145,41.63277799
0.17000000,41.87707630,41.63599632,41.64001195,41.66646809
0.18000000,41.86003019,41.73206259,41.61418340,41.66898517
0.19000000,41.84847989,41.72538441,41.61954696,41.62929194
0.20000000,41.89401173,41.68208111,41.61021182,41.62578283
0.21000000,41.80192798,41.66110786,41.61693964,41.69927347
0.22000000,41.81550886,41.72606057,41.63921157,41.66953832
0.23000000,41.91661698,41.64325354,41.57526757,41.67281635
0.24000000,41.74423479,41.74605693,41.63762765,41.68481313
0.25000000,41.73865567,41.73544214,41.62016901,41.70237624
0.26000000,41.68109012,41.79379903,41.63850128,41.69091060
0.27000000,41.84611245,41.73917568,41.61875207,41.75077219
0.28000000,42.00316757,41.62076971,41.61817005,41.70670534
0.29000000,42.02892852,41.52134361,41.56058568,41.77700364
0.30000000,41.69985874,41.65919980,41.57342175,41.76463487
0.31000000,41.73390387,41.77904420,41.58997968,41.71500023
0.32000000,41.62613134,41.75972071,41.58713973,41.77284198
0.33000000,41.80926281,41.73646731,41.64075894,41.63354411
0.34000000,41.81291410,41.61170874,41.56834421,41.59828421
0.35000000,41.86722767,41.57582188,41.59188238,41.72546708
0.36000000,41.79303474,41.66111194,41.57415990,41.63859669
0.37000000,41.76733114,41.59772816,41.60845595,41.62621823
0.38000000,41.74397416,41.67867944,41.59285161,41.64184133
0.39000000,41.73979936,41.63989457,41.59790758,41.61855824
0.40000000,41.77417549,41.67460042,41.56021911,41.65368899
0.41000000,41.80990179,41.65198058,41.66447359,41.62903291
0.42000000,41.85014292,41.62859575,41.64794108,41.66298031
0.43000000,41.81302399,41.67811070,41.73746358,41.57019071
0.44000000,41.80496179,41.62430142,41.64412199,41.57868978
0.45000000,41.74855532,41.62696231,41.71629581,41.60125121
0.46000000,41.80936163,41.63109278,41.74775100,41.58382965
0.47000000,41.84784839,41.64041260,41.60681757,41.69409354
0.48000000,41.85279933,41.63477489,41.54349901,41.75205404
0.49000000,41.76411106,41.67363011,41.61232378,41.73155844
0.50000000,41.74712520,41.62958315,41.67566294,41.72990366
0.51000000,41.75749711,41.66901206,41.80535187,41.71394931
0.52000000,41.87422638,41.61980228,41.78386920,41.67249469
0.53000000,41.91756436,41.68754510,41.66340585,41.69615381
0.54000000,41.88239231,41.72415607,41.61553621,41.72467096
0.55000000,41.80531204,41.73625193,41.55581137,41.70680369
0.56000000,41.88578360,41.75272537,41.66004416,41.68190285
0.57000000,41.84121847,41.69429765,41.68148806,41.79061330
0.58000000,41.93716315,41.73118977,41.64353832,41.66974922
0.59000000,41.91216220,41.65954091,41.59572862,41.73273742
0.60000000,41.89099927,41.75955759,41.51791172,41.61884457
0.61000000,41.89402293,41.77394643,41.52671946,41.65432473
0.62000000,41.91033056,41.74968461,41.56832877,41.62784123
0.63000000,41.88290581,41.79863832,41.58379796,41.66981248
0.64000000,41.86182776,41.74461011,41.61641617,41.67174824
0.65000000,41.88507491,41.77139562,41.55227834,41.65443815
0.66000000,41.83307205,41.77593276,41.58451296,41.69619359
0.67000000,41.88315726,41.71151566,41.54089980,41.65921862
0.68000000,41.83393520,41.72748692,41.62428602,41.70440688
0.69000000,41.86452528,41.67092555,41.62464253,41.67151862
0.70000000,41.84540910,41.77627698,41.68846527,41.72455794
0.71000000,41.88578097,41.74385038,41.61589024,41.68193125
0.72000000,41.89035767,41.71636013,41.59756320,41.69764168
0.73000000,41.87332380,41.69215422,41.56435721,41.64367213
0.74000000,41.88083380,41.72576799,41.55756694,41.66222594
0.75000000,41.85083120,41.75955435,41.58770204,41.63126848
0.76000000,41.88955974,41.71634288,41.63693497,41.62786074
0.77000000,41.89245111,41.74410430,41.60359830,41.67639206
0.78000000,41.84941925,41.70411970,41.64121815,41.67424441
0.79000000,41.83958051,41.69578704,41.64392336,41.67219254
0.80000000,41.82266353,41.71810836,41.63697189,41.65173463
0.81000000,41.85980443,41.64281802,41.64613817,41.65187232
0.82000000,41.83852582,41.72651308,41.69031778,41.66807026
0.83000000,41.86972466,41.73221448,41.65513726,41.56294790
0.84000000,41.83331848,41.73748932,41.67641493,41.69583465
0.85000000,41.85432697,41.69190174,41.67737439,41.60079374
0.86000000,41.83665157,41.69070239,41.71356128,41.73064836
0.87000000,41.85907471,41.72079298,41.77020298,41.71974503
0.88000000,41.90933307,41.71877561,41.74553522,41.78072673
0.89000000,41.87211083,41.72726583,41.68516210,41.74165453
0.90000000,41.87760035,41.67989391,41.68643621,41.75814797
0.91000000,41.87617016,41.69864293,41.66647018,41.76886244
0.92000000,41.88352128,41.68662083,41.69206550,41.75166557
0.93000000,41.91783076,41.70854967,41.69415854,41.78527551
0.94000000,41.82437665,41.72114920,41.68386189,41.74336154
0.95000000,41.85829372,41.71366735,41.68484179,41.68702616
0.96000000,41.81971352,41.73147536,41.63928663,41.67528096
0.97000000,41.90550011,41.72207826,41.65952159,41.69020450
0.98000000,41.86972966,41.77019378,41.65072506,41.72660391
0.99000000,41.86679215,41.71438704,41.67642047,41.70470090
1.00000000,41.84986634,41.74072225,41.65521388,41.73349271
1.01000000,41.87237031,41.71283545,41.66588613,41.73373037
1.02000000,41.86800753,41.73852970,41.66547726,41.69041784
1.03000000,41.87351748,41.73205916,41.66577969,41.71430517
1.04000000,41.88216773,41.69737318,41.64109644,41.67984802
1.05000000,41.90438886,41.67767430,41.64224440,41.71831510
1.06000000,41.83160329,41.65447638,41.62847688,41.65370898
1.07000000,41.84784517,41.69104246,41.61912884,41.69630472
1.08000000,41.87756413,41.77057164,41.64440237,41.68308567
1.09000000,41.82434885,41.74955657,41.61734273,41.69444729
1.10000000,41.84938553,41.67102590,41.62300165,41.71814783
1.11000000,41.81526571,41.66051550,41.63046711,41.68103117
1.12000000,41.86529629,41.70432944,41.63660808,41.70211766
1.13000000,41.88311035,41.76574308,41.64369922,41.66009830
1.14000000,41.82998416,41.70315780,41.64986995,41.68698440
1.15000000,41.78307164,41.71799039,41.66415308,41.66262422
1.16000000,41.83219135,41.67222128,41.71021872,41.67618024
1.17000000,41.88141633,41.70307394,41.70530690,41.69451842
1.18000000,41.91829767,41.72320219,41.66721959,41.67209052
1.19000000,41.87546511,41.67530398,41.64610649,41.66224174
1.20000000,41.81521892,41.69801118,41.62017345,41.65647938
1.21000000,41.83606409,41.66158407,41.65058386,41.66693604
1.22000000,41.84782332,41.62930022,41.66779765,41.68168657
1.23000000,41.84182200,41.75727604,41.67136256,41.71815756
1.24000000,41.87781449,41.69629012,41.65366833,41.71622490
1.25000000,41.81822071,41.72908257,41.65831332,41.73149070
1.26000000,41.78859018,41.60642213,41.67019607,41.72539980
1.27000000,41.86083921,41.66887872,41.67622325,41.70393792
1.28000000,41.88757131,41.73905930,41.69971394,41.71016900
1.29000000,41.84668616,41.74758147,41.61401381,41.65856330
1.30000000,41.75197314,41.70912416,41.65709195,41.65818609
1.31000000,41.91710550,41.69475676,41.67476643,41.66294866
1.32000000,42.03847426,41.81487911,41.66104021,41.67246843
1.33000000,41.90036606,41.66572117,41.65395400,41.67011656
1.34000000,41.77177734,41.62242260,41.60614345,41.66949058
1.35000000,41.67770079,41.57025315,41.63683666,41.69179787
1.36000000,41.89403086,41.73357141,41.63733057,41.66251442
1.37000000,42.00443377,41.76238326,41.60142589,41.66401975
1.38000000,41.94024454,41.65552198,41.60079454,41.68270249
1.39000000,41.78439827,41.70519475,41.60466674,41.66809104
1.40000000,41.78263680,41.69361178,41.64954176,41.70042816
1.41000000,41.87317870,41.74356265,41.64957849,41.69432196
1.42000000,41.88761199,41.70578808,41.66742389,41.64637418
1.43000000,41.85633852,41.67828745,41.57640098,41.65703039
1.44000000,41.81324796,41.71647528,41.66256442,41.70127797
1.45000000,41.89004280,41.77135605,41.61717822,41.66607988
1.46000000,41.85450064,41.68593620,41.67707617,41.75144592
1.47000000,41.88141531,41.68322344,41.69644810,41.66364912
1.48000000,41.85116245,41.68520135,41.66279433,41.68777787
1.49000000,41.90230127,41.80366368,41.62813263,41.64849840
1.50000000,41.86867275,41.80877569,41.62187010,41.68019654
1.51000000,41.90295741,41.72913903,41.57136310,41.63580936
1.52000000,41.96404835,41.67106627,41.62472090,41.70821570
1.53000000,41.85075874,41.72416930,41.65813420,41.71814627
1.54000000,41.80104102,41.79404176,41.80039032,41.75704219
1.55000000,41.76488854,41.73353717,41.80941066,41.84947042
1.56000000,41.89550121,41.72135060,41.61021182,41.72458318
1.57000000,42.06260868,41.70133140,41.59673022,41.71725174
1.58000000,41.93227190,41.78073666,41.59836908,41.66143512
1.59000000,41.75320047,41.74333346,41.64048662,41.68793459
1.60000000,41.74309512,41.60723387,41.68795263,41.70256738
1.61000000,41.85896844,41.74793232,41.65778002,41.64302990
1.62000000,41.98898744,41.70092053,41.69156922,41.71660419
