phase,wheel0_factor,wheel0_tooth_error_pct_of_pitch,wheel1_factor,wheel1_tooth_error_pct_of_pitch,wheel2_factor,wheel2_tooth_error_pct_of_pitch,wheel3_factor,wheel3_tooth_error_pct_of_pitch
0,0.99888159,-0.11184060,1.00103143,0.10314294,1.00244063,0.24406319,0.99759311,-0.24068918
1,0.99853452,-0.14654842,1.00113411,0.11341100,1.00299893,0.29989330,0.99710565,-0.28943513
2,0.99880598,-0.11940242,1.00142869,0.14286917,1.00240717,0.24071672,0.99527022,-0.47297770
3,0.99919499,-0.08050118,1.00160325,0.16032541,1.00226508,0.22650796,0.99480475,-0.51952521
4,1.00037709,0.03770937,1.00170313,0.17031264,1.00256491,0.25649120,0.99452235,-0.54776528
5,1.00122019,0.12201856,1.00201208,0.20120788,1.00140582,0.14058212,0.99575175,-0.42482545
6,1.00171290,0.17129038,1.00178246,0.17824597,1.00046879,0.04687868,0.99693355,-0.30664463
7,1.00174240,0.17424006,1.00161844,0.16184370,0.99918133,-0.08186704,0.99847056,-0.15294381
8,1.00175165,0.17516547,1.00092207,0.09220689,0.99913334,-0.08666576,0.99924856,-0.07514439
9,1.00134775,0.13477525,0.99974524,-0.02547619,0.99868892,-0.13110763,0.99900252,-0.09974822
10,1.00089031,0.08903134,0.99911757,-0.08824258,0.99845115,-0.15488500,0.99985087,-0.01491282
11,1.00018211,0.01821130,0.99856351,-0.14364871,0.99832954,-0.16704621,1.00068295,0.06829524
12,0.99996214,-0.00378591,0.99855594,-0.14440608,0.99802355,-0.19764496,1.00007045,0.00704544
13,0.99983307,-0.01669320,0.99860482,-0.13951794,0.99893126,-0.10687398,0.99994482,-0.00551799
14,0.99968058,-0.03194243,0.99866947,-0.13305297,1.00027063,0.02706275,0.99946312,-0.05368831
15,0.99987728,-0.01227175,0.99829229,-0.17077150,0.99897970,-0.10203036,0.99871986,-0.12801375
16,1.00061264,0.06126358,0.99813906,-0.18609420,0.99947407,-0.05259263,0.99806583,-0.19341663
17,1.00093431,0.09343113,0.99783782,-0.21621758,1.00037270,0.03727031,0.99879773,-0.12022749
18,1.00109353,0.10935254,0.99805069,-0.19493080,1.00017997,0.01799675,0.99937753,-0.06224711
19,1.00098993,0.09899264,0.99820422,-0.17957804,0.99956669,-0.04333104,0.99934372,-0.06562808
20,1.00033735,0.03373477,0.99836864,-0.16313637,0.99923495,-0.07650535,0.99888968,-0.11103190
21,0.99963237,-0.03676343,0.99829630,-0.17037024,1.00013398,0.01339834,0.99802317,-0.19768270
22,0.99905980,-0.09402012,0.99809140,-0.19085980,1.00110304,0.11030381,0.99963544,-0.03645568
23,0.99902539,-0.09746080,0.99829279,-0.17072086,1.00189802,0.18980244,0.99945433,-0.05456744
24,0.99907097,-0.09290263,0.99830458,-0.16954215,1.00247770,0.24777014,1.00051927,0.05192700
25,0.99889937,-0.11006300,0.99860663,-0.13933697,1.00027907,0.02790692,1.00012028,0.01202799
26,0.99902343,-0.09765708,0.99853644,-0.14635626,1.00011688,0.01168756,1.00223857,0.22385698
27,0.99935390,-0.06461025,0.99828765,-0.17123491,1.00023939,0.02393917,1.00218748,0.21874771
28,0.99938117,-0.06188316,0.99829269,-0.17073144,1.00111717,0.11171719,1.00254522,0.25452176
29,0.99925945,-0.07405532,0.99852696,-0.14730414,0.99950988,-0.04901219,1.00210592,0.21059186
30,0.99944305,-0.05569518,0.99887743,-0.11225731,1.00051325,0.05132540,1.00271628,0.27162823
31,0.99923025,-0.07697480,0.99932967,-0.06703267,0.99990612,-0.00938790,1.00254582,0.25458181
32,0.99887199,-0.11280059,0.99948609,-0.05139064,0.99807881,-0.19211882,1.00328327,0.32832656
33,0.99872327,-0.12767254,0.99982327,-0.01767283,0.99980921,-0.01907935,1.00386990,0.38699015
34,0.99901752,-0.09824795,1.00025345,0.02534452,1.00085219,0.08521941,1.00491671,0.49167130
35,0.99891989,-0.10801067,1.00044318,0.04431840,1.00350036,0.35003612,1.00472530,0.47253010
36,0.99896465,-0.10353535,1.00103999,0.10399852,0.99858109,-0.14189057,1.00371828,0.37182801
37,0.99897793,-0.10220666,1.00115745,0.11574545,0.99864122,-0.13587846,1.00129047,0.12904746
38,0.99903736,-0.09626413,1.00131540,0.13154019,0.99658637,-0.34136281,1.00248579,0.24857919
39,0.99965158,-0.03484243,1.00135336,0.13533557,0.99553734,-0.44626641,1.00237811,0.23781140
40,1.00062972,0.06297188,1.00185045,0.18504515,0.99681553,-0.31844733,1.00056589,0.05658915
41,1.00102658,0.10265807,1.00229624,0.22962423,0.99840258,-0.15974197,1.00090357,0.09035731
42,1.00140342,0.14034243,1.00262403,0.26240291,0.99872829,-0.12717088,1.00035988,0.03598841
43,1.00152887,0.15288750,1.00249670,0.24966966,0.99906968,-0.09303218,1.00055201,0.05520091
44,1.00197174,0.19717411,1.00216540,0.21654003,0.99981205,-0.01879487,1.00027249,0.02724915
45,1.00156298,0.15629768,1.00194429,0.19442897,1.00044057,0.04405653,0.99954981,-0.04501888
46,1.00075935,0.07593471,1.00162831,0.16283056,1.00212321,0.21232051,0.99899226,-0.10077419
47,0.99961169,-0.03883076,1.00129493,0.12949342,1.00235787,0.23578716,0.99813489,-0.18651116
